S No,Cargo Code,Cargo Description,Cargo Category Name,Cargo Short Name,Cargo Sub Category Name,Cargo Type Name,HS Code,Principal Commodity Name,SoR No. Code,Status,DSCHRG_RATE_PR_DAY,LD_RATE_PR_DAY
308,C84219100,MACHINERY - CENTRIFUGES DRYERS,BREAK BULK,SHPSTOR,MACHINERY,Packaged,84219100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
309,C84219900,SEED CONDITIONING EQUIPMENT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84219900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
310,C84223000,"MACHINERY FOR FILLING,CLOSING AND SEALING",BREAK BULK,MACH,MACHINERY,Packaged,84223000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
311,C84229090,BAGGING MACHINE - PARTS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84229090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
312,C84232000,MACHINERY LOAD UNLOAD LIFTING,BREAK BULK,MACHWOW,MACHINERY,Packaged,84232000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
313,C84232010,WEIGHT FEEDER SYSTEM,BREAK BULK,MACHWOW,MACHINERY,Packaged,84232010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
314,C84233000,BELT WEIGHING FEEDER –PELLET PLANT EQUIPMENT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84233000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
315,C84242000,SPRAY GUN,BREAK BULK,MACHWOW,MACHINERY,Packaged,84242000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
316,C84243000,STEAM OR SAND BLASTINC MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84243000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
317,C84248910,PAINTING EQUIPMENT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84248910,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
318,C84248990,OXYGEN BLOWING LANCE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84248990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
319,C84249000,SPARES OF PULVERIZED COAL PREPARATION,BREAK BULK,PROJ,MACHINERY,Packaged,84249000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
320,C84253100,ELECTRIC MOTOR (TRACK TENSIONER 4 TRACK),BREAK BULK,MACHWOW,MACHINERY,Packaged,84253100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
321,C84254900,JACKING OIL PUMP SYSTEM,BREAK BULK,MACHWOW,MACHINERY,Packaged,84254900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
322,C84261100,TRAVELLING CRANES IN CKD / SKD,BREAK BULK,MACHWW,MACHINERY,Packaged,84261100,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
323,C84261200,BRIDGE CRANE  MOBILE LIFTING FRAMES,BREAK BULK,MACHWW,MACHINERY,Packaged,84261200,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
324,C84261900,USED TRUCK CRANE,BREAK BULK,MACHWW,WHEELED MACHINERY,Packaged,84261900,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
325,C84262000,TOWER CRANES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84262000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
326,C84264100,MOBILE CRANE,BREAK BULK,MACHWW,MACHINERY,Packaged,84264100,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
327,C84264900,CRAWLER CRANE USED,BREAK BULK,MACHWOW,MACHINERY,Packaged,84264900,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
328,C84272000,TELESCOPIC BOOMS SX-125XC,BREAK BULK,MACHWW,MACHINERY,Packaged,84272000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
329,C84279000,ZOOMLION TELESCOPIC BOOM LIFT,BREAK BULK,MACHWW,MACHINERY,Packaged,84279000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
330,C84281019,LIFTING MACHINERY,BREAK BULK,MACHWOW,MACHINERY,Packaged,84281019,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
331,C84282019,OVER HEAD CONVEYOR MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84282019,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
332,C84283200,PELLET PLANT EQUIPMENT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84283200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
333,C84283300,SWING CONVEYOR,BREAK BULK,MACHWOW,MACHINERY,Packaged,84283300,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
334,C84283900,MACHINERY LOAD UNLOAD LIFTING,BREAK BULK,MACHWOW,MACHINERY,Packaged,84283900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
335,C84283920,UNDER SIZE ROLLER SCREEN SYSTEM,BREAK BULK,MACHWOW,MACHINERY,Packaged,84283920,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
336,C84287000,FEEDER MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84287000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
337,C84289010,"MACHINERY - LIFTING, HANDLING, LOADING OR UNLOADING",BREAK BULK,MACHWOW,MACHINERY,Packaged,84289010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
338,C84289090,CRUCIBLE HANDLING MACHINERY,BREAK BULK,MACHWOW,MACHINERY,Packaged,84289090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
339,C84291120,CATER PILLLAR DOZER,BREAK BULK,MACHWOW,MACHINERY,Packaged,84291120,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
340,C84291910,KOMATSU BULL DOZER,BREAK BULK,MACHWOW,AUTOMOBILES,Packaged,84291910,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
341,C84291920,BULLDOZERS,BREAK BULK,MACHWW,MACHINERY,Packaged,84291920,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
342,C84294010,ROAD ROLLERS,BREAK BULK,MACHWW,WHEELED MACHINERY,Packaged,84294010,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
343,C84294020,VIBRATORY ROLLER XS203  (Road rollers above 5 tons capacity),BREAK BULK,MACHWOW,MACHINERY,Packaged,84294020,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
344,C84295200,CRAWLER EXCAVATOR,BREAK BULK,EXCAV,MACHINERY,Packaged,84295200,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
345,C84303120,Tunneling machinery,BREAK BULK,MACHWOW,MACHINERY,Packaged,84303120,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
346,C84303190,TRUNCH CUTTER,BREAK BULK,MECHWOW,MACHINERY,Packaged,84303190,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
347,C84304110,DRILLING MACHINERY,BREAK BULK,MACHWOW,MACHINERY,Packaged,84304110,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
348,C84304190,DRILLING BORING MACHINERY,BREAK BULK,MACHWOW,GENERAL CARGO,Packaged,84304190,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
349,C84304900,ELECTRIC LAND DRILLING RIG,BREAK BULK,MACHWOW,MACHINERY,Packaged,84304900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
350,C84305090,DEPTH TRENCH CUTTER,BREAK BULK,MACHWOW,MACHINERY,Packaged,84305090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
351,C84313910,ELEVATORS CONVEYORS MOVING EQUIP,BREAK BULK,MACHWOW,MACHINERY,Packaged,84313910,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
352,C84313990,MACHINERY PARTS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84313990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
353,C84314100,Machinery and Mechanical Appliances; Electrical Equipment,BREAK BULK,MACHWOW,MACHINERY,Packaged,84314100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
354,C84314310,"boring or sinking machinery,",BREAK BULK,MACHWOW,MACHINERY,Packaged,84314310,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
355,C84314390,XCMG-MUD BOX DESANDER UNIT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84314390,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
356,C84314920,ships derricks and cranes,BREAK BULK,MACH,MACHINERY,Packaged,84314920,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
357,C84314930,EXCAVATOR PART,BREAK BULK,EXCAV,MACHINERY,Packaged,84314930,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
358,C84314990,MACHINERY & MECHANICAL APPLIANCES,BREAK BULK,EXCAV,MACHINERY,Packaged,84314990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
359,C84378090,MACHINERY CORN WET MILLING PROCESS,BREAK BULK,PROJ,MACHINERY,Packaged,84378090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
360,C84388090,FOOD PROCESSING EQUIPMENT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84388090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
361,C84399900,FIBRE FLOW DRUM,BREAK BULK,MACHWOW,MACHINERY,Packaged,84399900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
362,C84413000,MITSUBISHI BOX MAKING MACHINE EVOL,BREAK BULK,MACHWOW,MACHINERY,Packaged,84413000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
363,C84418000,DIE CUTTER WITH ACCESSORIES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84418000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
364,C84419000,MITSUBISHI BOX MAKING MACHINE EVOL,BREAK BULK,MACHWOW,MACHINERY,Packaged,84419000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
365,C84542010,DIE-CASTING - FOUNDARY  LADLES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84542010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
366,C84542020,MOULDS AND CASTING MACHINES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84542020,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
367,C84543010,DIE CASTING MACHINES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84543010,Other Misc. Cargo,,ACTIVE,1000,1000
368,C84549000,MACHINERY - SHAFTS,BREAK BULK,PROJ,MACHINERY,Packaged,84549000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
369,C84553000,ROLLS - ROLLING MILLS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84553000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
370,C84559000,OTHER MACHINERY: PARTS.,BREAK BULK,PROJ,MACHINERY,Packaged,84559000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
371,C84571010,MACHINING CENTRES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84571010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
372,C84571020,BRIDGE TYPE MACHINING CENTER,BREAK BULK,MACHWOW,MACHINERY,Packaged,84571020,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
373,C84572090,MACHINING CENTER MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84572090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
374,C84581100,LATHES MACHINES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84581100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
375,C84589100,VERTICAL BORING & TURNING MILL,BREAK BULK,MACH,MACHINERY,Packaged,84589100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
376,C84592100,CNC TURNING AND MILLING MACHIN,BREAK BULK,MACHWOW,MACHINERY,Packaged,84592100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
377,C84592990,DRILLING MACHINE WITH STANDARD ACCESSORIES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84592990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
378,C84594990,FINE BORING MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84594990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
379,C84595990,ROUGHENING & CHAMFERING MACHIN,BREAK BULK,MACHWOW,MACHINERY,Packaged,84595990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
380,C84601200,RAIL GRINDER,BREAK BULK,MACHWOW,MACHINERY,Packaged,84601200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
381,C84602300,GRINDING MACHINE - GAS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84602300,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
382,C84602400,GRINDING MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84602400,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
383,C84609090,MACHINE TOOLS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84609090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
384,C84614019,GEAR CUTTING MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84614019,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
385,C84614026,CNC GEAR HOBBING MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84614026,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
386,C84615019,SAWING MACHINES,BREAK BULK,,MACHINERY,Packaged,84615019,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
387,C84621100,HYDRAULIC EJETCOR,BREAK BULK,MACHWW,MACHINERY,Packaged,84621100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
388,C84621900,COLD FORGING MACHINE SJBF,BREAK BULK,GENL,MACHINERY,Packaged,84621900,Other Misc. Cargo,,ACTIVE,900,900
389,C84622200,AUTO MATIC ROLL FORGING   MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84622200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
390,C84623200,SLITTING & CUT TO LENGTH LINES,BREAK BULK,MACHWOW,GENERAL CARGO,Packaged,84623200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
391,C84623900,HYDRAULIC SHEAR,BREAK BULK,MACHWOW,MACHINERY,Packaged,84623900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
392,C84624900,MACHINERY H FRAME,BREAK BULK,MACHWOW,MACHINERY,Packaged,84624900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
393,C84626100,HOT FORGING PRESS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84626100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
394,C84626200,MECHANICAL PRESSES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84626200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
395,C84626900,MACHINERY,BREAK BULK,MACHWOW,MACHINERY,Packaged,84626900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
396,C84629000,FRAME PRESS MACHINERY,BREAK BULK,PROJ,MACHINERY,Packaged,84629000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
397,C84639090,MACHINE TOOLS (OTHER),BREAK BULK,MACHWOW,MACHINERY,Packaged,84639090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
398,C84642000,GRINDING OR POLISHING MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84642000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
399,C84659100,SAWING MACHINES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84659100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
400,C84659990,DUST COLLECTOR MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84659990,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
401,C84663090,TOOLS FOR MANF EXCAVATOR,BREAK BULK,MACH,MACHINERY,Packaged,84663090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
402,C84669310,MACHINE TOOLS FOR METAILS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84669310,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
403,C84669390,LINER MOTION GUIDE MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84669390,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
404,C84669400,MECHANICAL PRESS PARTS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84669400,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
405,C84679900,MACHINERY AND TOOLS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84679900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
406,C84741000,PRODUCT SCREENING SYSTEM,BREAK BULK,MACHWOW,MACHINERY,Packaged,84741000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
407,C84741090,MACHINERY,BREAK BULK,MACHWOW,GENERAL CARGO,Packaged,84741090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
408,C84742010,MACHINERY FOR CRUSHING,BREAK BULK,MACHWOW,MACHINERY,Packaged,84742010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
409,C84742020,MACHINERY - GRINDING COAL,BREAK BULK,MACHWOW,MACHINERY,Packaged,84742020,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
410,C84742090,MACHINERY,BREAK BULK,MACHWOW,MACHINERY,Packaged,84742090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
411,C84743110,BATCHING PLANT,BREAK BULK,MACHWW,MACHINERY,Packaged,84743110,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
412,C84743200,WMM PLANT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84743200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
413,C84743900,POLLUTION CONTROL UNIT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84743900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
414,C84748010,SPRAY DRYER SYSTEM,BREAK BULK,MACHWOW,MACHINERY,Packaged,84748010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
415,C84748020,HYDRAULIC TILE PRESS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84748020,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
416,C84748090,MACHINERY - OTHER MACHINERY,BREAK BULK,PROJ,MACHINERY,Packaged,84748090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
417,C84771000,INJECTION MOLDING MACHINE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84771000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
418,C84775900,MATERIAL INPUT MACHINE,BREAK BULK,MACH,MACHINERY,Packaged,84775900,Other Misc. Cargo,,ACTIVE,1000,1000
419,C84778010,CONVEYOR BELT CURING,BREAK BULK,MACHWOW,MACHINERY,Packaged,84778010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
420,C84778090,MACHINERY & SPARES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84778090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
421,C84779000,INJECTION MOLDING MACHINE- PARTS,BREAK BULK,MACH,MACHINERY,Packaged,84779000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
422,C84781090,TRACTOR(OLD/USED),BREAK BULK,MACHWW,MACHINERY,Packaged,84781090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
423,C84791000,Machinery for public works (WITH WHEEL),BREAK BULK,MACHWW,WHEELED MACHINERY,Packaged,84791000,Other Misc. Cargo,3.1.1.22,ACTIVE,1000,1000
424,C84793000,MACHINERY FOR PRESSES,BREAK BULK,PROJ,MACHINERY,Packaged,84793000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
425,C84795000,AIR CONDITIONING PRODUCTION EQUIPMENT,BREAK BULK,ELECTRICAL,ELECTRICAL GOODS,Packaged,84795000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
426,C84797100,PASSENGER BOARDING BRIDGE,BREAK BULK,MACHWOW,MACHINERY,Packaged,84797100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
427,C84798200,"FEEDER HOPPER ROOTS FAN, BAG FILTER",BREAK BULK,MACHWOW,MACHINERY,Packaged,84798200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
428,C84798960,SPARES FOR COKE OVEN PLANTS,BREAK BULK,PROJ,PROJECT CARGO,Packaged,84798960,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
429,C84798999,MACHINES MECHANICAL APPLIANCES,BREAK BULK,MACH,MACHINERY,Packaged,84798999,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
430,C84804900,MOULDS FOR METAL & CARBIDES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84804900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
431,C84807900,MOULD,BREAK BULK,MACHWOW,MACHINERY,Packaged,84807900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
432,C84814000,SAFETY VALVES,BREAK BULK,MACHWOW,MACHINERY,Packaged,84814000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
433,C84818030,INDUSTRIAL VALVES,BREAK BULK,PROJ,GENERAL CARGO,Packaged,84818030,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
434,C84818090,BUTTERFLY VALVES,BREAK BULK,MACHWW,MACHINERY,Packaged,84818090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
435,C84819090,OIL WELL DRILLING EQUIPMENT,BREAK BULK,MACHWOW,MACHINERY,Packaged,84819090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
436,C84831099,MACHINERY - SHAFTS,BREAK BULK,PROJ,MACHINERY,Packaged,84831099,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
437,C84835090,GRAB IN ASSEMBLED CONDITIONS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84835090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
438,C84839000,ADAPTER SET MOTOR,BREAK BULK,MACHWOW,GENERAL CARGO,Packaged,84839000,Other Misc. Cargo,,ACTIVE,1000,1000
439,C84839081,GEAR WHEEL,BREAK BULK,SHPSTOR,MACHINERY,Packaged,84839081,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
440,C84839089,BUSH- SHIP STORES,BREAK BULK,SHPSTOR,MACHINERY,Packaged,84839089,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
441,C84863000,MACHINES FOR MANU FLAT PANEL DISPLAYS,BREAK BULK,MACHWOW,MACHINERY,Packaged,84863000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
442,C84864000,AUTO LAMINATOR,BREAK BULK,MACHWOW,MACHINERY,Packaged,84864000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
443,C84871090,BOAT FRAME & BOAT FITTING,BREAK BULK,MACHWOW,MACHINERY,Packaged,84871090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
444,C84879000,SHIPS MACHINE PARTS,BREAK BULK,MACH,MACHINERY,Packaged,84879000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
445,C84879090,SHIP SPARE,BREAK BULK,SHPSTOR,MACHINERY,Packaged,84879090,Other Misc. Cargo,3.1.1.37.B,ACTIVE,1000,1000
446,C85015390,MAIN MOTOR,BREAK BULK,MACHWOW,CONSTRUCTION MATERIALS,Packaged,85015390,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
447,C85016410,ELECTRIC MOTORS AND GENERATORS,BREAK BULK,MACHWOW,MACHINERY,Packaged,85016410,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
448,C85016420,ELECTRIC MOTORS AND GENERATORS,BREAK BULK,MACHWOW,MACHINERY,Packaged,85016420,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
449,C85016430,GENERATOR,BREAK BULK,MACHWOW,MACHINERY,Packaged,85016430,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
450,C85016440,AC GENERATOR,BREAK BULK,PROJ,MACHINERY,Packaged,85016440,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
451,C85016450,AC GENERATORS,BREAK BULK,PROJ,GENERAL CARGO,Packaged,85016450,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
452,C85021310,GEN SET,BREAK BULK,MACHWOW,MACHINERY,Packaged,85021310,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
453,C85023100,WIND POWERED-OTHER GENERATING SETS,BREAK BULK,PROJ,MACHINERY,Packaged,85023100,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
454,C85030010,GENERATOR ACCESSORIES,BREAK BULK,PROJ,MACHINERY,Packaged,85030010,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
455,C85030029,GENERATING SETS MACHINES & PARTS,BREAK BULK,ELECTRICAL,MACHINERY,Packaged,85030029,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
456,C85042200,ELECTRICAL TRANSFORMER,BREAK BULK,MACHWOW,MACHINERY,Packaged,85042200,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
457,C85042310,ELECTRICAL TRANSFORMERS,BREAK BULK,MACHWOW,MACHINERY,Packaged,85042310,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
458,C85043400,ELECTRICAL TRANSFORMER,BREAK BULK,MACHWOW,MACHINERY,Packaged,85043400,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
459,C85044040,VOLTAGE REGULATOR AND STABLIZER,BREAK BULK,MACHWW,MACHINERY,Packaged,85044040,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
460,C85044090,TRACTION CONVERTER,BREAK BULK,MACHWOW,MACHINERY,Packaged,85044090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
461,C85045090,ELECTRICAL TRANSFORMERS,BREAK BULK,ELECTRICAL,MACHINERY,Packaged,85045090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
462,C85051900,ELECTRIC REVERSE CLUTH,BREAK BULK,MACHWOW,MACHINERY,Packaged,85051900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
463,C85068090,BATTERY,BREAK BULK,MACHWOW,GENERAL CARGO,Packaged,85068090,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
464,C85076000,LITHIUM ION BATTERY,BREAK BULK,GENL,MACHINERY,Packaged,85076000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
465,C85141900,ELECTRIC FURNACES AND OVENS,BREAK BULK,MACHWOW,MACHINERY,Packaged,85141900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
466,C85143900,MACHINERY - FURNACE,BREAK BULK,MACHWOW,MACHINERY,Packaged,85143900,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
467,C85144000,PRESSURE VESSEL,BREAK BULK,MACHWOW,MACHINERY,Packaged,85144000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
468,C85149000,FURNACE WITH ACCESSORIES,BREAK BULK,MACHWOW,MACHINERY,Packaged,85149000,Other Misc. Cargo,3.1.1.23,ACTIVE,1000,1000
